Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Shawn Mendes,If I Can’t Have You”,2019,"Shawn Mendes seems beamed in from a pop era before face tattoos and pink hair and cursing: Last year, when the Canadian heartthrob revealed he liked to—gasp!—smoke weed, his squealing army of fans was appalled, with one of themadvising himto “think about going to rehab because we cant lose u like this. u are going to overdose and die.” But amid his chart peers’ rampant insolence, the 21-year-old’s tangy white funk slices through like a double rainbow. Take “If I Can’t Have You,” a sparkling single propelled by gargantuan Elton John piano chords and a glorious descending vocal line that should squeeze stress sweat out of Justin Timberlake. On paper, Mendes is pining after the girl who got away with the obsessiveness of an Instagram stalker—and yet his effervescent delivery, and shameless cheesing inthe video, make it clear that this winning rom-com of a song has a happy ending.",Ryan Dombal,100,Pitchfork,The 100 Best Songs of 2019
DJ Nate,Fuck Dat”,2019,"A deceptively sparse cut from Chicago stalwart DJ Nate’s first footwork record in nearly a decade, “Fuck Dat” is a fitting return to the genre: The steady clap of a snare drum recalls the style’s roots in ghetto house, while a meandering synth line hovers in the air, teasing the onslaught to come. But DJ Nate’s power is restraint: With a stream of warm TR-808 hits and a few errant hi-hats, he allows the footworkers who compete indizzying dance battlesto fill in the energy. The titular vocal sample, chopped into oblivion, is a suitable mantra: Nate returned to footwork while recovering from an injury that left him temporarily paralyzed from the waist down, a particularly cruel irony in a scene defined by movement. But just because he’s notkilling a circledoesn’t mean he can’t give it new life.",Arielle Gordon,99,Pitchfork,The 100 Best Songs of 2019
Brittany Howard,13th Century Metal”,2019,"On “13th Century Metal”—the centerpiece of Brittany Howard’s debut solo album,Jaime—the leader of Alabama Shakes lays out a personal mission statement, her rock mantras on self-care and empathy building into the courage to denounce those “who are determined to keep us in the dark ages of fear.” The song reflects her search for optimism, with chants that grow in intensity as her inward resolutions become outward pleas for kindness. A potent juxtaposition of crashing noise music and pure ideals, “13th Century Metal” feels unconquerable, a maelstrom settling into place.",Sheldon Pearce,98,Pitchfork,The 100 Best Songs of 2019
Klein,Claim It”,2019,"Perhaps the biggest shock on Klein’s latest album,Lifetime,is the appearance of a halfway conventional beat. Nestled among an album of brilliant—if sometimes exhausting—intensity, “Claim It” is a pause for thought as the South London producer peels back the sticky layers of her songs to reveal the textural skill beneath. What emerges is a strangled, melodic hook offset by unsettling vocal effects and chords that spiral upwards in a nervous twist of energy. Like a single malt whiskey with a drop of spring water, “Claim It” both dilutes and liberates Klein’s distinctive musical flavor, a reminder from this most maximalist of producers that less can occasionally be more.",Ben Cardew,97,Pitchfork,The 100 Best Songs of 2019
Ciara,Thinkin Bout You”,2019,"If “Thinkin Bout You” is any indication, even after three years of marriage to her football-star husband, Ciara is still in the honeymoon stage. As she puts it: He’s a habit she can’t break; he’s her destiny. The exhilarating track from her seventh studio album,Beauty Marks, follows the singer in the throes of infatuation, with a throwback disco beat that mimics her joy. The song’s straightforward production matches the force of her emotions; little more than a simple beat, bassline, and backing vocals elevate her voice. It’s a rare, all-out work of pop from Ciara, and her voice glides over every line as she gives in to the force of her heart.",Colin Lodewick,96,Pitchfork,The 100 Best Songs of 2019
Boy Scouts,Get Well Soon”,2019,"The heartbreaker and the heartbroken—aka the villain and the victim—are often the stock characters in songs about failing relationships. On “Get Well Soon,” Taylor Vick, the Oakland-based folk-pop singer who has performed as Boy Scouts for nearly a decade, chooses instead to look at how breaking someone’s heart can break yours, too. Singing over her lilting guitar, she makes it known that her decision is a compassionate act. There are no balloons, no condolence cards here; Vick knows that as bad as it feels, she can’t stay around to comfort someone who hasn’t treated her well.",Colin Lodewick,95,Pitchfork,The 100 Best Songs of 2019
Lil Keed,It’s Up Freestyle”,2019,"Lil Keed is from the same Cleveland Avenue apartments in Atlanta as Young Thug. He has an eccentric and versatile ear for melody similar to Thug, and has even remixed his songs. But Keed is more than just another Young Thug clone. On “It’s Up Freestyle,” Keed perfects his high-pitched delivery, screeching and harmonizing over a beat from JetsonMade that sounds ready for a dystopian sci-fi movie. Whether he’s rapping at an inhuman pace or piecing together his ad-libs, whatever leaves Keed’s mouth is recitable: “Walked in, walked in, this Bentley truck you can crawl in,” he wails on a hook that’s since gone viral on TikTok. It’s that sugary delivery and his control that elevates the track into a standout in a city that has no shortage of hits.",Alphonse Pierre,94,Pitchfork,The 100 Best Songs of 2019
Sky Ferreira,Downhill Lullaby”,2019,"Despitemany rumors to the contrary, Sky Ferreira didn’t sample the strings of “Bitter Sweet Symphony” on “Downhill Lullaby,” but hers did share that mood: a fatal swoon, something like the score of a David Lynch film. Their sound is shamelessly opulent and sumptuous with rot, like fruit losing its color but deepening in scent. If Ferreira’s previous albumNight Time, My Timechanneled ’90s alt-pop, “Downhill Lullaby” nods to the decade’s trip-hop with languid drums and bass, dank atmosphere, and a vague seediness. Ferreira’s vocals alternate from husky and over-heavy to lullaby-plaintive, then slide into the vulnerability that's marked her best songs. She sings about a relationship that’s not healthy yet no longer up for reconsideration; around her, the strings swoop and keen as if they're racing to the ground, too.",Katherine St. Asaph,93,Pitchfork,The 100 Best Songs of 2019
Róisín Murphy,Incapable”,2019,"Róisín Murphy begins “Incapable” as cheerfully as its disco-ready bassline suggests she will. The Irish dance-pop vet is ready to move, happy to feel wanted and free, even boasting that she’s never had a broken heart. But soon, the song’s steady groove and bright handclaps underpin a growing skepticism, as her perfectly intact heart begins to strike her as its own worrisome condition. “Am I incapable of love?” she asks herself. Though the song may be tongue-in-cheek, it highlights one of dance music’s core truths: Even a great beat can’t shield you from self-doubt.",Colin Lodewick,92,Pitchfork,The 100 Best Songs of 2019
Jay Som,Superbike”,2019,"Nothing symbolizes freedom quite like the pairing of a motorcycle and open road. It’s a staple of American mythos; it’s the central conceit of Jay Som’s “Superbike.” Melina Duterte, who helms the project, is sparing with her imagery, piecing together the story as if from glimpses out a moving vehicle: hurt followed by hope, a two-wheeled escape, a painful memory. What she can’t fit into words plays out in the song’s swirl of major-key jangle, shoegaze fuzz, and tambourine, all churning like air currents. Betrayal may be the song’s fuel, but the overarching feeling is one of ease, unburdening, and independence regained.",Philip Sherburne,91,Pitchfork,The 100 Best Songs of 2019
