Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Harry Styles,As It Was,2022,"“As It Was” is the kind of twinkly little confection that would easily get the indie kids pogoing at any local DIY dance night at any point in the last two decades. It just happens to have been recorded by one of the biggest pop stars in the world in 2022 instead of, say, the Strokes twenty years earlier. “You know it’s not the same as it was,” Harry Styles sighs, giving a nod to the easy bait of nostalgia. A pointillist synth line tap dances through the song, and all over that nagging pandemic-era malaise we’re all desperately trying to shake. Resistance is futile.",Amy Phillips,100,Pitchfork,The 100 Best Songs of 2022
Black Midi,Welcome to Hell,2022,"Many songs have contended that war is hell; few have ever depicted that hell as crazed as this. Black Midi’s “Welcome to Hell” is four minutes of disorientation, a trillion-BPM assault on the senses that plays likeSaving Private Ryan’s Normandy scene as a fast-forwarded Bugs Bunny cartoon. Somewhere amid all the Les Claypool riffage and incalculable time signatures, the band squeezes in a bizzaro homage to Shirley Bassey’s James Bond themes. The ridiculousness of the pastiche doesn’t dull its intensity one bit.",Evan Rytlewski,99,Pitchfork,The 100 Best Songs of 2022
Phoenix,Tonight,2022,"More than 25 years into their career, Phoenix are still finding new ways to sound brilliantly, effortlessly cool. Case in point: “Tonight,” a smooth collaboration with Vampire Weekend’s Ezra Koenig. Drunk on the promise of a great night out, frontman Thomas Mars charms his way through dinner and the course of an entire relationship in the span of one magical encounter. A sobering, early-morning apology inspires a fleeting moment of self-reflection as the vocalists pause, muse existentially about their endless partying, and ultimately resolve to do it all again, just one verse later. It’s an endearing defense of the pleasure principle from two guys who have seen their share of debauchery—but goddamn if it doesn’t sound fun.",Rob Arcand,98,Pitchfork,The 100 Best Songs of 2022
Tomberlin,happy accident,2022,"Tomberlin got to know her new home of New Yorkby walking it. “happy accident,” from her sophomore albumI Don’t Know Who Needs to Hear This…,unravels like an aimless meander through the city with unruly thoughts spiraling out along the path. Set to Cass McCombs’ elliptical guitar loop and thumps of percussion that land like leaden footsteps, the singer-songwriter interrogates a relationship that has been ambiguous for too long, her voice seething and weary. A relationship, just like a walk, isn’t always in need of a destination, and “happy accident” lingers brutally in the uncertainty of what might come next.",Carrie Courogen,97,Pitchfork,The 100 Best Songs of 2022
Ela Minus / DJ Python,Pájaros en Verano,2022,"What’s there to be grateful for in a hopeless world? According to Ela Minus, clouds, crickets, and sleep, to name a few. “Pájaros en Verano” is an ode to the quotidian pleasures we often ignore. Her praise for the small stuff pairs perfectly with DJ Python’s bubbly production, led by a bright, sweet mallet-like synth that meanders through minimal percussion. It’s a subtle anthem that invites you to slow down and linger on life’s simple delights.",Arjun Srivatsa,96,Pitchfork,The 100 Best Songs of 2022
Horse Lords,May Brigade,2022,"Horse Lords has spent the past 12 years on a quest for utopia, seeking freedom and euphoria within the structures of their experimental rock music. On “May Brigade,” a clashing, raucous pattern born out of microtonal crunch and minimalist repetition morphs into free jazz freneticism, and distant saxophone trills get swallowed by drones and shimmering static. The song’s effortless abandon shows us the bliss that lies beneath Horse Lords’ heady ideas; within its sharp twists and turns there lies a motivating joy—a reminder to always keep on keeping on.",Vanessa Ague,95,Pitchfork,The 100 Best Songs of 2022
Julia Jacklin,Lydia Wears a Cross,2022,"“Lydia Wears a Cross” is like driving rain, slapping you in the face, reminding you that you are both awake and alive. Julia Jacklin sings about religion and what it’s like to be a girl, sitting in the pews, whispering holy words without knowing what any of it means. She prays for Princess Diana; she listens to theJesus Christ Superstarsoundtrack. “I’d be a believer,” she sings, “If it was all just song and dance.” Around her, a fuzzed-out guitar crashes into a kick drum. It’s a look back at childhood, where real sorrow and brutal honesty outweigh nostalgia.",Sophie Kemp,94,Pitchfork,The 100 Best Songs of 2022
4s4ki,Punish,2022,"“Punish” explores nihilistic self-loathing through a multi-genre electronic fantasia. The Saitama-based hyperpop artist 4s4ki alternates between clear and Auto-Tuned singing across the song’s quickly shifting sonics, which incorporate sounds from digicore and Japanese hip-hop. Her scream of the titular “punish!” flashes like a brief, electric glitch against the serrated drum‘n’bass chorus—a cry for help enmeshed in a suffocating, cybernetic pop landscape.",Zhenzhen Yu,93,Pitchfork,The 100 Best Songs of 2022
Wednesday,Bull Believer,2022,"Wednesday’s “Bull Believer” is a two-act grunge odyssey in which lead vocalist Karly Hartzman jumps from chronicling Spanish bullfighting to describing being ignored by the guy she loves at a party. The dizzying song alternates between abrasion and solace, cranking back up just as it reaches a point of melancholic calm; monstrously heavy guitars and lap steel squelch beneath Hartzman’s guttural screams. As her paramour is distracted playing Mortal Kombat, she echoes the video game’s calls to “finish him!,” crying torturously before coming back for one final whisper—a satisfying end to an emotional nine-minute-long journey.",Margeaux Labat,92,Pitchfork,The 100 Best Songs of 2022
Two Shell,Pods,2022,"Anonymous UK bass and hyperpop pranksters Two Shell insist that they aren’t trolls, which rings true. What kind of troll only spreads joy? The opening tremolo of “Pods” flies like a shuttle over a laser-weaving loom, and its 15-second breakdown feels more like being in a video game than any point ofReady Player One. There’s a Sunset Strip guitar solo with baroque overtones; an opera-cloaked organ tone is stuffed with hyphy vocals and capped with an EDM riser. Too good to be untrue, Two Shell filigree the line between mystery and mischief. They’ll probably turn out to be AI.",Brian Howe,91,Pitchfork,The 100 Best Songs of 2022
Joe Rainey,bezhigo,2022,"Joe Rainey’s music attests to the importance of community. A member of the Red Lake Nation of Ojibwe people, Rainey knows the value of surrounding yourself with others who inspire you, and this belief underlines every track on his debutNiineta, a deep collaboration with producer Andrew Broder that remembers loved ones who’ve passed and samples decades’ worth of pow wow recordings. Standout “bezhigo” weaves together three separate recordings of Indigenous vocalizing, and as the string arrangements surge, a steady beat arrives in the form of industrial clang, sounding like the repeated strikes of a blacksmith’s hammer. There’s beauty, “bezhigo” suggests, in forging one’s identity, purpose, and dreams alongside those who share your vision.",Joshua Minsoo Kim,90,Pitchfork,The 100 Best Songs of 2022
