Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Maggie Rogers,“On + Off”,2017,"As a humble music student from Maryland, Maggie Rogers rose to fame after catching Pharrell's ear with her enigmatic pop song “Alaska.” The upbeat electro track showcased Rogers’ keen intuition as a songwriter and arranger. Now “On + Off” finds her a brilliant alchemist, joining styles from across the sonic spectrum under a swooping arc. Brittle synth pop, heartland folk, quiet storm R&B, deep house, velvety dream pop, even a trace of gospel choir: They’re all here, in the brilliant stained glass mirror through which she sees the world. –Zoe Camp",Zoe Camp,100,Pitchfork,The 100 Best Songs of 2017
Kamaiyah,“Build You Up”,2017,"Between signing with Interscope and landing a spot onXXL’s Freshmen class of ’17, Kamaiyah Johnson made plenty of power moves over the past 12 months. Her greatest may be “Build You Up,” a punchy neon pep talk that repurposes Tony! Toni! Toné!’s 1990 chart-topper “Feels Good” into a burst of R&B optimism. Kamaiyahhas saidshe wrote “Build You Up” to empower young women within a cultural landscape where such anthems are scarce. True enough, in her catchy track, the Bay Area MC lifts up her peers as she stresses their right to love and respect. “If he don’t show you love, then he’s less than/Never stress it, tell that brother get to steppin’,” she instructs. Words to live by. –Zoe Camp",Zoe Camp,99,Pitchfork,The 100 Best Songs of 2017
Charly Bliss,“Percolator”,2017,"The 2001 film version ofJosie and the Pussycatswas a commercial failure, but many of us grew to love its power-pop soundtrack anyway, and some even formed bands. Charly Bliss stand out among them by favoring pop over force: “Percolator” offers a few moments of grimy guitar before attacking the listener with hooks instead. Eva Hendricks’ voice has the capricious shape of an inner monologue, squeaking out each wry line: “Swimming in your pool, I am pregnant with meaning/Could I be more appealing, writing slurs on the ceiling?” It’s sardonic, self-deprecating, and utterly serious all at once. Satirizing the music industry as a psy-ops conspiracy,Josie and the Pussycatsalso suggested how much fear and disdain youthful ardor can provoke. Call it power—something “Percolator” has. –Chris Randle",Chris Randle,98,Pitchfork,The 100 Best Songs of 2017
DJ Khaled,“Wild Thoughts” [ft. Rihanna and Bryson Tiller],2017,"“Wild Thoughts” is proof that DJ Khaled’s sheer determination to engineer Top 40 hits can actually pay off. Strategic in his appeals to nostalgia, Khaled essentially recreated Santana and the Product G&B’s 1999 hit “Maria Maria,” retaining its shuffling Latin percussion and seductive guitar lines. Perhaps Khaled knew a Latin-tinged pop song could rule the U.S. charts for the summer—but only if an English-speaking superstar jumped on it, as evidenced by Justin Bieber’s remix of Luis Fonsi and Daddy Yankee’s “Despacito.” After eight years of trying to get Rihanna on a track, Khaled finally landed an elusive feature, and her ability to exude carefree sex appeal proved a perfect match for the slinky beat. Confident and restrained, Rihanna dips to the lowest parts of her range to make playful phrases about temptation sound as sensuous as possible. Bryson Tiller contributes a just-fine verse that expectedly mentions D’usse and not-so-expectedly referencesThe Waterboy. Add in the occasional over-exuberant ad-lib from DJ Khaled, and you have the recipe for a great summer bop. –Michelle Kim",Michelle Kim,97,Pitchfork,The 100 Best Songs of 2017
Yo Gotti,“Rake It Up” [ft. Nicki Minaj],2017,"For decades, strip clubs in the South have served as a testing ground for hip-hop songs, and Yo Gotti handcrafted “Rake It Up” as a pole-friendly anthem. But instead of the usual “make it rain” tropes centered around the power of the patron, the Memphis rapper shifts the energy to the dancers raking up wads of cash after a successful night on the job. Producer Mike WiLL Made-It finesses hi-hats and big bass into a spacious beat that’s filled out by Gotti and Nicki Minaj, who makes rhyming the word “China” five times in a row sound ingenious on one of her most showstopping features in recent memory. Here, the women are moneymakers, and Nicki is center stage. –Kristin Corry",Kristin Corry,96,Pitchfork,The 100 Best Songs of 2017
Downtown Boys,“A Wall”,2017,"Earlier this year, as the White House bungled the implementation of its “Muslim ban,” sparking airport protests and civil rights lawsuits, Downtown Boys were holed up in Steve Albini’s Chicago studio cutting their Sub Pop debut,Cost of Living. Vocalist Victoria Ruiz and guitarist Joey DeFrancesco earned their activist stripes organizing for labor and civil rights in their home base of Providence, Rhode Island; they’re not used to watching from the sidelines. But the record they cut will endure long after the current administration has left office, and “A Wall,” its opening salvo, perfectly captures their righteous rage. In between the driving bassline and soaring sax melody, Ruiz and DeFrancesco shout down jingoistic imperialism. It’s an extension of the band’s live shows, which are equal parts dance party and discourse. Ruiz confronts and challenges her audience, encouraging us to decolonize our minds while examining our own complicity in oppressive structures rooted in white supremacy. On a record full of defiant statements, “A Wall” is among the most forceful. –Matthew Ismael Ruiz",Matthew Ismael Ruiz,95,Pitchfork,The 100 Best Songs of 2017
Vagabon,“The Embers”,2017,"Lætitia Tamko never says anything about fire on “The Embers,” the opening track of Vagabon’s debut album,Infinite Worlds. In a rougher version, at the end of Vagabon’s 2014 EPPersian Garden, the same song was titled “Sharks.” You could argue the original title made more sense, because Tamko sings here—laconically, unforgettably—about being “a small fish” in a sea of voracious predators. But “The Embers” fans her artistic statement of self-belief into a glowing, quiet-loud opus that evokes both classic Modest Mouse and recent Hop Along. It’s proof that there are other seas for small fish, particularly the New York D.I.Y. community that nurtured Vagabon. And yet, in showing how someone made to feel marginal can transform that sense of vulnerability into strength, the song also reveals determined souls can set any situation brilliantly ablaze. –Marc Hogan",Marc Hogan,94,Pitchfork,The 100 Best Songs of 2017
Big Shaq,“Man’s Not Hot”,2017,"It was a banner year for grime-related humor, first seeingRoll Safeachievememe-levelfame, and then Big Shaq’s “Man’s Not Hot” proving itself the most quotable British product since Lethal Bizzle’s “Rari Workout.” Casual observers might wonder if grime parodies are better than grime tracks, but “Man’s Not Hot” renders that distinction moot by being an excellent example of each. Indeed, it joins in a tradition of songs (e.g., the Darkness’ “I Believe in a Thing Called Love”) that so expertly lampoon their chosen genre they become part of its firmament. “Man’s Not Hot,” which originated as afreestyle on BBC Radio 1Xtra, is the brainchild of British comedian Michael Dapaah, who builds the track around one wry observation—why are young toughs always mugging in parkas?—and withholds the punch line long enough to practice his gun noises and turn “donut” into an insult. He also brags about his deodorant and ups the stakes (“Man can never be hot/Perspiration ting”), wrapping the track so tightly in patois and bravado that it hardly matters whether you’re doubled over laughing or marring your search history with “uckers.” –Andrew Gaerig",Andrew Gaerig,93,Pitchfork,The 100 Best Songs of 2017
Jessie Ware,“Midnight”,2017,"“Midnight” is the sound of walls tumbling down, the kinds used to shield a heart from love. Upon its release, Jessie Ware described the song as one she’s “always wanted to be able to sing” and it exudes a newfound confidence, shining with every note. Ware sounds powerful and poised as she embodies the full force of falling for someone. “Can I miss you in the daylight?” she sings, underscoring the question’s idyllic naivety. But for all the vulnerability contained within these lyrics, Ware’s vocals are the grandest revelation here, capturing the beautiful discomfort of such a feeling. She employs her higher register to stunning effect, and this iteration of old soul-tinged pop is Ware at her most impressive. –Briana Younger",Briana Younger,92,Pitchfork,The 100 Best Songs of 2017
CCFX,“The One to Wait”,2017,"“The One to Wait” begins quietly, with a wash of guitar and a gentle breakbeat. And then Mary Jane Dunphe, a singer who always sounds like she’s announcing herself to the world, announces herself to the world, and CCFX sounds for a moment like the type of brilliant post-punk act that arrives like a summer storm to reorganize your thoughts about rock music. The end result isn’t quite so dramatic, thankfully. CCFX is Dunphe’s collaboration with Trans FX’s Chris McDonnell, and the dream pop they conjure is the most luxurious environ she's inhabited yet. On “The One to Wait,” her voice swoops and eddies through a tale of longing and indecision, her phrasing and tone almost sculpture-like in its exaggerated poses. The lyrics and puddled guitars suggest sadness, but the song’s melody seems to slope ever upward, never quite cresting. It creates a fidgety, nervous energy that carries the track as you wonder if Dunphe is going to let loose. She doesn’t, because some storms just drizzle all day long. –Andrew Gaerig",Andrew Gaerig,91,Pitchfork,The 100 Best Songs of 2017
J Balvin / Willy William:,“Mi Gente” [ft. Beyoncé] (Remix),2017,"It is a strange sign of the times that after a hurricane struck Houston in late summer, there was a faction of the internet mad at Beyoncé for not responding quickly enough to help her hometown, as though she were a public servant or president (oh were it so!) and not a Pepsi-sponsored pop star. Of course, Beyoncé always answers her detractors with statements so powerful, no further comment is needed—and so, not only did she personally go to Houston herself to hand out food to those in need, she later dropped a remix of Colombian singer J Balvin’s massive Latin hit “Mi Gente” to benefit hurricane relief all around the hemisphere in Puerto Rico, the Caribbean, and Mexico. Balvin is about as big as B in Latin America, and his track was already massive globally without her help. But the Beyoncé charity co-sign put reggaeton on the speakers of kids in America who might never have heard it before, and made her as effective—if not more—at helping to fix the world’s ills than some actual heads of state who shall remain nameless. –Alex Frank",Alex Frank,90,Pitchfork,The 100 Best Songs of 2017
Dirty Projectors,“Little Bubble”,2017,"Camouflaged as a breakup album, Dirty Projectors’ self-titled, eighth full-length was a reinvention for songwriter Dave Longstreth, and nowhere more so than on the empty-bed lament “Little Bubble.” Featuring Longstreth, a string quartet, and a heroically minimalist drum part by Michael Johnson, “Little Bubble” bypasses the deeply specific references that dot many of the album’s songs and aims for something more universal, straightforward, and ambitious. The self-harmonized verses take about half the song’s length to achieve its central, sad thought. En route, Longstreth finds a new mode for his nearly decade-and-a-half old project via a gently glitching keyboard, barely perceptible bubble-shaped bleeps, and the barest of rhythm tracks. The moody dynamic, casting the music with the song’s “cold October light,” frames his R&B vocal tendencies in a way both legitimately poppy and true to his weirdness. Downsized but still intricate, Longstreth’s return to mostly-solo recording manifests as self-resolution on “Little Bubble,” pointing to a future with new paths to discover, but no less filled with loss. –Jesse Jarnow",Jesse Jarnow,89,Pitchfork,The 100 Best Songs of 2017
Hurray for the Riff Raff,“Pa’lante”,2017,"The phrase “pa’lante,” meaning “forward,” was a rallying cry for the Young Lords, a Puerto Rican civil rights group that took to the streets of Spanish Harlem in the late 1960s. On Hurray for the Riff Raff’s albumThe Navigator, leader Alynda Segarra makes “Pa’lante” into a powerful ode to perseverance. Starkly swaying piano chords meet Segarra’s raw-throated musings about work, romance, gender identity, and, yes, post-colonial assimilation. There’s a brightly affirmative midsection (“Any day now, I will come along,” Segarra promises) and a searing poetry reading before the itinerant Nuyorican folk-rock bandleader widens her gaze further “to the ghost of Emmett Till” and beyond. In a year of Hurricane Maria, of tragic headlines for so many who were historically marginalized, Segarra’s repetition of “pa’lante” sounds like an intersectional “amen”: a universal prayer to be something, feel something, move forward. –Marc Hogan",Marc Hogan,88,Pitchfork,The 100 Best Songs of 2017
Harry Styles,“Sign of the Times”,2017,"The saddest shift of youth arrives the day your favorite tousle-haired boy-bander leaves your daydreams and abruptly needs to get off your lawn. More depressing still are the stabs at trendiness that eclipsed teen heartthrobs often take: mealy-mouthed EDM sex ballads, hammy Broadway residencies, Xeroxed pop-soul trifles. Harry Styles was one of the rare ones who hopscotched neatly over all these awkward phases once One Direction went on hiatus. Instead, on his debut solo single, “Sign of the Times,” Styles embraced the musical forms that his peers might deem uncool, from Elton John ivories-melting pomp to Glen Campbell–style lurid balladry. Grim lyrics that could seem fatalist (or given his age, just a bit emo) are delivered with earthy insight, Styles showing his true crooner abilities as he warns of bleak times to come. Well, maybe for everyone else—this golden child seems to have blue skies ahead. –Stacey Anderson",Stacey Anderson,87,Pitchfork,The 100 Best Songs of 2017
Baths,“Dream Daddy”,2017,"“Dream Daddy” was not presented to the world as Baths’ new masterwork. There was no PR blast announcing its arrival, and it can’t be purchased on vinyl like his impressive new album,Romaplasm. It lives primarily as the opening title music for its video game namesake, and although the 96-second song’s primary function is to transition us into a world of scrumptious virtual DILFs, it’s so much more than a throwaway sonic blurb. Will Wiesenfeld weaves an earworm for the ages, a melody so beatific that the term “dream daddy” transcends its meme status and becomes a universal idyll. With only a handful of words and some celestial vocal effects, he paints an impressionistic portrait of fresh crush elation. The beat makes it danceable and heightens the euphoria—a mood that’s easy to consume again and again, making it perfect for pre-game repetition. Maybe one day, it’ll get a good, long 12'' dance mix—but until then, that title screen will just have to stay on repeat, postponing gameplay indefinitely. –Evan Minsker",Evan Minsker,86,Pitchfork,The 100 Best Songs of 2017
Missy Elliott,“I’m Better” [ft. Lamb],2017,"It’s been a staggering 12 years since Missy Elliott, still the grande dame of hip-hop, released her last studio album. As such, any morsel of music she releases is a blessing, and for the past few years, she has been slowly but surely teasing a full-blown comeback. So far, the syrupy-slow “I’m Better” is the apex of these new tracks, and one that is quintessentially Missy: a lean, funky beat coupled with mind-bending wordplay in her iconic half-bar drawl. The song shows a subdued maturity that separates it from the classic Missy tracks we know and love, without holding back on her sense of innovation. Before, Missy was eager to show us the impressive range of tricks in her arsenal, from groundbreaking production work with Timbaland to her legendary music videos. Here, she’s more thoughtful and controlled, but just as impactful, and her lyrics just as witty (somehow managing to rhyme “I’m from VA” with “the car that I drive be Ferrari”). The core tenets of Missy’s persona—body positivity, black female empowerment, Afrofuturism—have only become more prescient with time, and while awaiting her true second coming, she is still demanding we get our freak on—but on her terms, and in her own time. –Cameron Cook",Cameron Cook,85,Pitchfork,The 100 Best Songs of 2017
Broken Social Scene,“Hug of Thunder”,2017,"Looking back at a scribbly teenage journal, decades later, can be bittersweet: Here is, word for word, who you were and will never be again, all rendered in the glorious freedom of youth. For her first star turn on a Broken Social Scene song in 11 years, Leslie Feist revisits her own adolescent musings—the Syd Barrett surrealism, the broken teeth, the days when “the bus stop was the size of the entire world”—with a sense of awe. This isn’t nostalgia for nostalgia’s sake; there are layers of remembrance, half-memories, creases made up of meaning. Lilting through her past over a gently surging backbeat, she fills “Hug of Thunder” with the wisdom of a sentimentalist. Each line, old and new, is memorable enough to feel real, with blank pages to spare. –Ryan Dombal",Ryan Dombal,84,Pitchfork,The 100 Best Songs of 2017
Playboi Carti,“Location”,2017,"Playboi Carti’s self-titled breakthrough album is best known for charismatic singles like “Magnolia” and “wokeuplikethis*”—songs that sharpen the Atlanta rapper’s hypnotic languor into trunk-rattling bangers. But in many ways, album opener “Location” is more true to form, a mood piece that’s equal parts triumphant and narcotic. The song is built around a sample of Allan Holdsworth’s jazz fusion classic “Endomorph,” which producer Harry Fraud treats like Silly Putty, pitching it up and slowing it down until the soaring synths become smears of sound. Carti matches Fraud’s impressionistic beat with a heavy-lidded, laconic flow, rapping like he’s being taxed per word. His bars are snapshots that slowly dissolve through repetition, just another texture in the neon haze. Like all of Playboi Carti’s best songs, “Location” is an exercise in economy, a vivid picture painted using a limited palette of colors. –Mehan Jayasuriya",Mehan Jayasuriya,83,Pitchfork,The 100 Best Songs of 2017
Zola Jesus,“Siphon”,2017,"The songs on Zola Jesus’sOkovicontain a lot of straight talk, and “Siphon” is one of its bluntest. Writing about a real-life friend’s second attempt at suicide, Nika Danilova avoids couching the event in metaphor or stand-in characters. Instead, she talks directly to her friend, insisting that everyone wants him to stay alive and will do everything they can to make sure that happens. Such earnest lyrics, filled with references to dark nights and warm blood, could venture into sentimental cliches. But the boldness of Danilova’s vocal delivery, the gathering storm of her synths, and the hard industrial pound of her beat give “Siphon” the urgent sonic edge its words deserve. Danilova sounds sure that matters of life and death deserve direct action, and that conviction makes “Siphon” sound like a siren blaring toward an emergency. –Marc Masters",Marc Masters,82,Pitchfork,The 100 Best Songs of 2017
The National,“The System Only Dreams in Total Darkness”,2017,"The National don’t do guitar solos. Across the band’s first six albums, they favored an inward emotional gaze, a reflective austerity that limits such sudden, shrieking outbursts. But halfway into “The System Only Dreams in Total Darkness,” guitarist Aaron Dessner rushes in to relieve Matt Berninger, who’s so vexed by the world around him that he can only shout out his confusion on repeat, his steadfast baritone splintering at its oaken edges. Dessner dives headlong into the bridge, bending the song’s snarling lead riff with the rhythmic acrobatics of Robbie Robertson and the irascible tone of Neil Young. Berninger inveighs against something he can’t quite define here, a world of inadequate faiths, power vacuums, and “lonely secrets.” Dessner’s star turn, though, puts a knife point on this frustration, weaponizing the song. Guitar solos work like curses; overuse them and they lose their rhetorical power. The National smartly saved this—a bona fide rock’n’roll rip through time—for an anthem that admits even trying to articulate the mess we’re in can be goddamn tiring. –Grayson Haver Currin",Grayson Haver Currin,81,Pitchfork,The 100 Best Songs of 2017
Moses Sumney,“Quarrel”,2017,"Moses Sumney hassaidthat his songs tend to hover somewhere in the interstice between sleeping and waking. The cinematic harp rolls and floating vocal embellishments that outfit “Quarrel,” from his debut album,Aromanticism, certainly seem like snippets of dream language written into reality. Sumney could be speaking from within the kind of early-morning fog that lets dreams linger, clouding out everything but personal truth from the subconscious mind—which would explain his brutal honesty in addressing the emotional distance between him and his lover. After singing most of “Quarrel” in an icy falsetto, Sumney slips into a lower, more conversational register to deliver its stinging final couplet: “We cannot be lovers/Long as I’m the other.” He’s referring to the implicit power dynamics that wreak havoc on relationships—from class disparities to less obvious differences, like preference of attachment type—and make it impossible for lovers to negotiate as equals, dooming their prospects from the start. His cynicism could rattle the most die-hard romantic. –Olivia Horn",Olivia Horn,80,Pitchfork,The 100 Best Songs of 2017
The Black Madonna,“He Is the Voice I Hear”,2017,"In the handwritten liner notes to this single by Marea Stamper, aka the Black Madonna, the “He” in the title is legendary Paradise Garage DJ Larry Levan, answering a prayer by the “I” that was the equally iconic Frankie Knuckles. Stamper adds more names to shout out—Arthur Russell, Patrick Cowley, Sylvester, Loleatta Holloway—and underscores the tribute in the structure of the song, which starts with the ghost-jazz piano of Christoforo Labarbera and builds from its mournful intro into a string-sweetened old-school Moroder pulse that blurs history into a cyclical continuum of euphoric remembrance. Gripes about “pastiche” miss the point. You can hear snatches of ’74 soul or ’79 Italo or ’85 house or ’88 acid in certain rhythms and chord progressions, but it’s all refracted into a greater whole, where the most important history is emotional. It’s ultimately about all the connections that people make through decades of music, of finding a path to old feelings and remembering how your heart connects to your feet. –Nate Patrin",Nate Patrin,79,Pitchfork,The 100 Best Songs of 2017
The xx,“On Hold”,2017,"The typical xx song plays like a conversation between best friends—lovers, if you use your imagination—confiding their innermost secrets to each other. That intimacy among singers Romy Madley Croft and Oliver Sim casts a powerful spell, but it can also leave producer Jamie xx in a tough spot, like a guy trying to lure his friends onto the dancefloor while they stubbornly insist on standing in the corner. On the group’s previous albums, Jamie’s overtures usually amounted to a gentle tug on the sleeve, but “On Hold”—the first taste ofI See You— marks the moment he finally just grabs his bandmates by the arms and pushes them under the bright lights. Powered by a strobe-lit bass and a showy Hall & Oates sample, the song forces Madley Croft and Sim to relinquish the comfort of their insular safe spaces and hash out their issues as if yelling over a neighbor’s car stereo. It’s a therapeutic exercise that draws their pent-up feelings to the surface, an emotional cleansing by way of the beat. –Evan Rytlewski",Evan Rytlewski,78,Pitchfork,The 100 Best Songs of 2017
