Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Halsey,"I am not a woman, I’m a god",2021,"More than any other track on Halsey’s career-best LPIf I Can’t Have Love, I Want Power,“I am not a woman, I’m a god” embodies the bitter resignation of the album’s title: detachment as a mask for self-loathing. Taking the come-closer-go-away themes of previous songs like “Alone” and turning them post-apocalyptic, Halsey likens themself to a distant sort of god, an alt-pop Doctor Manhattan surveying their emotional wasteland of botched connections and might-have-been selves and finding nothing savable. Producers Trent Reznor and Atticus Ross deliver their late-career coldest: an implacable sequence line, a metronomic beat, and a synth riff that prickles like a crown of thorns. Halsey vocalizes like they’re trying to outrun the thing they’re singing about, until the final chorus: a desperate belt with an abrupt end, the sounds their last few remaining feelings make before they’re soldered over.",Katherine St. Asaph,100,Pitchfork,The 100 Best Songs of 2021
Smerz,Believer,2021,"Smerz, the electronic project of Norwegian songwriters Henriette Motzfeldt and Catharina Stoltenberg, released its debut full-length,Believer, early this year. The album’s cold, creeping title track is among the duo’s finest work: The song teeters on jagged synths and rattling polyrhythms, while strings surge from behind at gale force. Stoltenberg’s voice is small and slightly processed, a mechanical purr that somehow feels both vulnerable and detached. Her clipped dispatches on love are pragmatic and icy, but beguiling enough to lure you through each disorienting curve.",Madison Bloom,99,Pitchfork,The 100 Best Songs of 2021
"Mandy, Indiana",Bottle Episode,2021,"“Bottle Episode” is repetition weaponized. The single by the Manchester-based Mandy, Indiana marches brusquely from pocket to pocket, its pacing urgent, its drums military. But it’s Valentine Caulfield’s lyrics that form the most compelling loops—the ones that upend the song’s tone. Each short verse ends with a single repeating line; some, when read straight, would be too grim to maintain the song’s relentless groove (“Sous le feu et sous les balles/Les hommes dansent quasiment,” roughly translated: “As the bullets hit them/The men dance, almost”). Yet Caulfield infuses them with a perverse playfulness, allowing you to imagine, against your better judgment, how that choreography might look.",Paul A. Thompson,98,Pitchfork,The 100 Best Songs of 2021
beabadoobee,Last Day on Earth,2021,"Bea Kristi wrote “Last Day on Earth” soon after COVID-19 lockdowns began by imagining how she would’ve spent her last “normal” day. It sounds like a rom-com writing prompt, with music to match: irresistible guitar-pop jangle, a giddy wordless hook, soft backing vocals from the 1975’s Matty Healy. But the song’s sweet self-referentiality takes it someplace unexpected. Instead of looking for love or throwing a rager, Bea wanders around her house naked and alone, obsessing over a song that’s “so fucking sick” even as she’s too drunk to finish the lyrics. That’s where the hook comes in: When you have a golden riff and a perfect melody, there's nothing wrong with singingshoop-do-badooand calling it a day.",Jamieson Cox,97,Pitchfork,The 100 Best Songs of 2021
Kay Flock,Being Honest,2021,"Bronx teenager Kay Flock has the voice of a much older man, suitable for projecting menace and hinting at relentless pain. It’s reminiscent of G Herbo, when the Chicago rapper was pioneering drill nearly a decade ago. Herbo solidified this connection by showing up on a remix of “Being Honest,” but it’s the original, solo version of the track that gives Kay Flock the most space to express his tormented worldview. The song’s verses are stark, filled with loneliness and missed calls and death, all atop a sample of the late XXXTentacion’s “changes” made to sound as if it were an unearthed pop relic from the ’60s. In a year when New York’s mutation of drill seemed to be stagnating, Kay Flock injected it with new life.",Paul A. Thompson,96,Pitchfork,The 100 Best Songs of 2021
Doss,Look,2021,"A girl walks home alone at night: There are horror films written about the sheer anxiety that scenario evokes. But on her effervescent single “Look,” Doss subverts the threat. Defiant in her confident solitude, she dares us to, well, look. “You see me, on my own,” she sings in a robotic register, before a rubbery, slightly sinister synth counters. “Look” is grimy and grotesque, with wobbly basslines and EDM-style drops. Like a rave in a funhouse mirror, its rhythms are as disorienting as they are danceable. Her lyrics share that shifting perspective, transferring power between the observer and the observed. “I can do it on my own,” she insists, over and over again. By the end, it’s impossible to tell if the dip in her voice is out of fear or excitement, but either way, we’re transfixed.",Arielle Gordon,95,Pitchfork,The 100 Best Songs of 2021
Doja Cat,Get Into It (Yuh),2021,"The best Doja Cat singles work their way into your brain, and then, when you least expect it, involuntarily funnel back out through your vocal cords. On “Get Into It (Yuh),” it’s the way she bends her voice on the hook, going from a croaky whisper to a sweet-sounding chant. Then there’s the light, dreamy melody that’s perfect to whistle along to. The only problem is, when you sing it back to yourself, it won’t sound nearly as good.",Alphonse Pierre,94,Pitchfork,The 100 Best Songs of 2021
Mavi,Time Travel,2021,"Mavi’s 2019 recordLet the Sun Talkwas a spiritual journey of self-discovery and Black liberation that established the North Carolina artist as a leader of rap’s underground vanguard. Two years later, he sounds hungrier than ever, suffering no fools. On “Time Travel,” he narrates the battle between his ego and insecurities. “Often I be embarrassed over how brazen I be,” he raps over shimmering keys, “but it beats bein’ embarrassed over how lazy they be.” For nearly four minutes, he breathlessly runs through references both Biblical and mythological in between nods to Nickelodeon cartoons and his beloved hometown Charlotte Hornets, painting a self portrait that feels both superhuman and achingly relatable.",Brandon Callender,93,Pitchfork,The 100 Best Songs of 2021
SPELLLING,Little Deer,2021,"Bay Area art-pop sorcerer Tia Cabral of SPELLLING reintroduced herself with “Little Deer,” the surging baroque opener of her fantastical third albumThe Turning Wheel. Evoking the audacious spirits of forebears like Minnie Riperton and Kate Bush, it is a fable-like tale of death and rebirth, of the never-quite-finished process of being a person. Joined by over a dozen musicians—brass, strings, woodwinds, conga, a choir—Cabral brings pop formalism and the questing spirit of ’70s soul orchestration into SPELLLING’s world, making a majestic entry into her sharpest album yet.",Jenn Pelly,92,Pitchfork,The 100 Best Songs of 2021
Snoh Aalegra,We Don’t Have to Talk About It,2021,"Here’s an R&B ballad for the ghosted, by the ghosted. Snoh Aalegra, whose elegant vocals and tight ponytail have inspired enough comparisons to Sade to causea minor Twitter controversy, is trying to navigate the frustrations of a one-sided relationship. She wants to respect her partner’s silence even as she’s haunted by what’s been left unsaid. Atop roomy production that mirrors the empty space she’s wading through, Aalegra sounds both poised and vulnerable—straight-faced with a single tear running down. She can’t force him to talk about what’s wrong. But he can’t stop her from singing about it, either.",Ryan Dombal,91,Pitchfork,The 100 Best Songs of 2021
"The Armed,",All Futures“,2021,"“All Futures” introducedULTRAPOPas the Armed’s fourth album, and also as a one-band genre: a deliberate attempt to fashion post-hardcore’s most extremist tendencies into something thrillingly accessible. In alive-performance videothat has become the song’s definitive version, the band flexed the results of the absurdnutrition and exercise regimenthey’d followed for the previous year, a sort of conceptual stunt aimed at visually matching the maxed-out heroism of the music. Absolutely ripped, dwarfing their instruments, they pummel out massive hooks amid organized chaos. These facets are inseparable for the Armed, a band that has dedicated its confounding existence to highbrow myth-making on one hand, and on the other, shit that immediately sounds and looks fucking awesome.",Ian Cohen,90,Pitchfork,The 100 Best Songs of 2021
Danny L Harle,Boing Beat,2021,"MC Boing, the pitched-up voice on Danny L Harle’s post-trance rave-up “Boing Beat,” is a blobby blue cartoon character that looks likea cross between Crazy Frog and a character from a Red Bull commercial. Such absurd imagery suits the song’s delirious swirl of internet-addled Eurodance refractions and pitched-up sugar-rush rapping, which is credited to the animated avatar. The euphoric, otherworldly track arrived in January, while clubs across the world were still shuttered and the long nights out that “never, never, never end” were still a distant dream. Though dancefloors have filled back up, the music’s yearning is still palpable—few songs better capture the feeling of desperately straining for an ecstatic experience that’s just out of reach.",Colin Joyce,89,Pitchfork,The 100 Best Songs of 2021
Dijon,Many Times,2021,"If “Many Times” is a song about needing space, Dijon manages to use every available inch. It unfolds in the moments after a breakup, leaving the R&B-inflected singer-songwriter grasping at straws, his multi-tracked vocals growing progressively more agitated across two verses. A series of structural pivots—claustrophobic percussion giving way to a roomier chorus—mirror the narrative’s emotional trajectory, with a lively piano outro lending a glimmer of hope.",Pete Tosiello,88,Pitchfork,The 100 Best Songs of 2021
Joy Orbison,better,2021,"Presented as a mixtape, Joy Orbison’s long-awaited debut full-length,Still Slipping Vol. 1, is meant to be consumed as a complete, luscious whole, but album highlight “better” beautifully encapsulates the UK producer’s timeless brand of post-dubstep street soul. Dreamily drifting along the edge of the dancefloor, the track rests atop a bed of plush deep house that recalls the pillow-soft sounds of Larry Heard; its silky, dimly lit groove centers the R&B-infused vocals of fellow Londoner Léa Sen, who delivers a heart-twisting tale of late-night longing.",Shawn Reynaldo,87,Pitchfork,The 100 Best Songs of 2021
Mariah the Scientist,2 You,2021,"The heartbreak Mariah the Scientist sings about in “2 You” is the kind that doesn’t fade for years. Against a dreamy mosaic of a cappella fragments, she reminisces about a lover who drifted away, about how the only thing she regrets more than letting this one go was not leaving sooner. “But look at what we made/Sure was beautiful,” she sings, voice soaring up from a well of emotions heavy as gravity, a heaping stack of harmonies to tell you how her heart went threadbare. After all this time, she still can’t quite explain it: “Whenever they play our song/Don’t know why I feel ashamed.”",Anna Gaca,86,Pitchfork,The 100 Best Songs of 2021
City Girls,Twerkulator,2021,"“Twerkulator” fuses regions, eras, and sounds, weaving samples from Afrika Bambaataa & Soulsonic Force’s foundational 1982 electro-rap record “Planet Rock” and Cajmere’s 1992 house touchstone “The Percolator” into a beat that throws back to the blunt minimalism of Miami bass music. Incorporating all that history made it tougher to put out—after a leaked version went viral on TikTok in 2020, sample clearance issues delayed its proper release for a year—but it also practically guaranteed its power. “Pop that pussy on some Luke shit,” Yung Miami instructs on the song, offering another nod to raunchy rap pioneer Uncle Luke. Even with this amalgam of references, the City Girls’ stamp still rings loud and clear.",Ivie Ani,85,Pitchfork,The 100 Best Songs of 2021
Ethel Cain,Michelle Pfeiffer,2021,"Hayden Anhedönia’s music as Ethel Cain depicts a woman scorned by love and by society, tostartlingly vulnerable,often disturbingeffect. On “Michelle Pfeiffer,” the first single from her breakout EPInbred,Anhedonia recasts Cain as Florence + The Ketamine: blurry, bleary-eyed, but colossal, the L.A.-inspired breakup anthem plays like an on-stage meltdown at the Hollywood Bowl. Anhedöniatold Pitchfork earlier this yearthat she wants to “write about what really happens,” and the melodramatic “Pfeiffer” co-exists onInbredwith tracks aboutintergenerational traumaandabuse. Those songs thrive on pent-up aggression and tension; “Pfeiffer” is all release, pure unhinged gothic beauty.",Hannah Jocelyn,84,Pitchfork,The 100 Best Songs of 2021
Leo Bhanji,Damaged,2021,"Leo Bhanji doesn’t write songs so much as assemble musical Frankenstein’s monsters—malformed skeletal prototypes whose guts and wiring he does not attempt to polish or hide. “Damaged” is willfully oblique in its collage of lo-fi pop, R&B, hip-hop, church music, and UK dance, with sounds that mutate in response to Bhanji’s stream-of-consciousness vocals. As the London artist's voice shifts between King Krule mumble and Auto-Tuned croon, the beat shifts with him—capturing both the anxiety and the acceptance of an intimate late-night epiphany.",Bhanuj Kappal,83,Pitchfork,The 100 Best Songs of 2021
Shannon Lay,Rare to Wake,2021,"“I’m longing to grow,” sings L.A. folkie Shannon Lay on “Rare to Wake,” a ballad that traces the hinge between fear of personal transformation and excitement for it. Lay’s multi-tracked harmonies fall at soft angles over finger-picked acoustic guitar and meandering electric piano, until a dynamic swell announces a transition that never comes. The arrangement, like the song itself, seems to fidget with anticipation, finding beauty at an uncertain precipice.",Lane Brown,82,Pitchfork,The 100 Best Songs of 2021
Yeat,Gët Busy,2021,"“This song already was turnt but here’s a bell,” Yeat raps about halfway through this track, before firing off a massive gonging sound that’s become the Portland artist’s trademark. Zoom out from that moment, though, and there’s a lot more to enjoy here: mini vocal freakouts full of garbled drug concoctions; Dr. Seuss references; twizzies, tizzies, and Lizzies. Cutting his teeth in the influential online rap collective Slayworld over the last few years, Yeat was always a little stranger than his peers, and consequently cast as a minor figure. But in 2021, his surrealist bent became his superpower.",Mano Sundaresan,81,Pitchfork,The 100 Best Songs of 2021
Rostam,4Runner,2021,"Rostam’s twelve-string tribute to the open road would make anyone swoon, but this love song may hold special significance for queer people. “Don’t wanna be pretty like a girl,” he sings. “I think I’m pretty much your boy.” For anyone who’s ever felt like a foreigner in their own skin, being seen in the right way by the right person—handsome rather than beautiful, say—can feel like a homecoming. In “4Runner,” Rostam and his love make a new home for themselves on the highway, leaving the familiar behind and driving forward into a future that once seemed impossible.",Peyton Thomas,80,Pitchfork,The 100 Best Songs of 2021
Water From Your Eyes,“Quotations,2021,"Water From Your Eyes’ ““Quotations”” manages to seem offhanded and rigorous at once, moving restlessly but with almost neurotic precision. As the Brooklyn art-pop duo stitches disconnected observations—legs stretching on grass, something in the air flying by—the music comes together as an alien collage, with errant elements meticulously arranged: bubbly synths, fractured percussive clicks, a disorienting vocal loop, a sprawling breakbeat. When the track ascends to its abrupt ending, it is as though a portal has opened up, and we’re suddenly sucked back to reality.",Kelly Liu,79,Pitchfork,The 100 Best Songs of 2021
Dean Blunt,the rot,2021,"Dean Blunt’s music can often be sparse. He renders club rap bangers into acoustic ballads, compressing each recording to its emotional core.Black Metal 2offers some of the most accessible music of his career, and with “the rot” the artist approaches Britpop. Blunt’s intimate, monotone croon is familiar, but the sweeping strings and lightly twanging guitars are disarmingly luxurious. As the song closes, he cedes ground to Joanne Robertson, whose airy and overdubbed vocals melt into a gentle, orchestral whirlpool. Call it Dean Blunt’s “Bitter Sweet Symphony.”",Nadine Smith,78,Pitchfork,The 100 Best Songs of 2021
Iceage,Shelter Song,2021,"Iceage’s album-opening “Shelter Song” is a wearily triumphant reintroduction to the band: no longer the fresh-faced punks of records past, they slouch ontoSeek Shelterlike hardened rockers, armed withScreamadelicabombast andExile on Main St.scuzz. The song builds over a jagged riff; soon, the Lisboa Gospel Collective bolsters vocalist Elias Bender Rønnenfelt’s gravelly tones. As he sings of getting kicked and knocked down, the band swells in commiseration, offering shelter where they once might have added to the melee.",Daniel Felsenthal,77,Pitchfork,The 100 Best Songs of 2021
