Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Ela Minus,“dominique”,2020,"After years of playing in emo bands and releasing candy-coated electropop, Ela Minus splits the difference on “dominique.” The standout from her debut LP, acts of rebellion, is a depressive ode to sleeping all day and never leaving the house set to bright, buoyant melodies. Even as she teeters on the edge of the abyss, wasting away with coffee and liquor as her only companions, she finds humor in the downward spiral: “I should probably eat something that’s not liquid,” she deadpans. Recorded more than a year before much of humanity was sheltering in place, its themes of isolation and delirium feel prescient, offering a view from indoors that, for many, will look like a reflection.",Matthew Ismael Ruiz,100,Pitchfork,The 100 Best Songs of 2020
Pale Blue,“I Walk Alone With Acid”,2020,"The jarring dissonance between a four-on-the-floor acid-house beat and the burden of having a body makes electronic duo Pale Blue’s “I Walk Alone With Acid” more incisive than your average dance banger. “Is my body mine?/Is my fear real?” Elizabeth Wight asks breathily over Mike Simonetti’s propulsive beats, checking her glass before she sips, remembering that her keys can be a weapon in the dark. It’s a song for girls, gays, and theys leaving the club with a can of pepper spray and a prayer: an ominous reminder of the dangers of the walk home, a sonic shot of cortisol.",Linnie Greene,99,Pitchfork,The 100 Best Songs of 2020
1010 Benja SL,“Dobby”,2020,"There’s power in the intimacy of this song, in the scrape of the acoustic guitar’s strings and the finger snaps that guide its rhythm. Listening to “Dobby,” it feels like you’re right there in the room where singer-songwriter Benjamin Lyman is expressing his gratitude for the woman he loves in pure, unflinching language. The song is primarily a showcase for Lyman’s voice, and he fills its empty space with thrilling, wordless runs and tremulous melodies. He circles around the adoring chorus, using it as both a placeholder and a mantra: “She really loved me and she really gave it to me…” The air around him crackles with the joy of creation. When the song ends and the spell breaks, you can’t help but see your own loved ones with his wide-eyed wonder.",Jamieson Cox,98,Pitchfork,The 100 Best Songs of 2020
Caitlin Pasko,“Horrible Person”,2020,"Sometimes, trying to find a path forward after someone’s depleted you can feel like building a house of cards with a wet deck. On “Horrible Person,” the standout track from Brooklyn experimental musician Caitlin Pasko’s Greenhouse, you can hear the tension of someone painstakingly putting their life back together. “You… know… you… are… a... horrible... person,” she sings, as though she’s deliberately placing another soggy card down. Synths briefly wail alongside her, suggesting an undercurrent of rage. “Please stop texting me on... my... birthday,” she calmly requests, offering a glimpse into this person’s specific but universal kind of horrible. The song ends with a crunching loop of distortion, sonic rubble from which to once again become whole.",Emma Madden,97,Pitchfork,The 100 Best Songs of 2020
Jockstrap,“Acid”,2020,"Jockstrap spent their conservatory studies molding pop and its pleasantries like haunted Silly Putty. With “Acid,” their debut single for Warp, the London duo angle their funhouse mirror at the sort of contemporary chanson-pop that soundtracks indie rom-coms and Francophile café culture. Beneath the lackadaisical surface, however, is a distinct lack of joie de vivre. Queasy electronics and sighs of “gas and blood and blood and blood” creep in on the subconscious level, disturbing the peace like dead pixels in lush cinematography. Whether portraying a complicated love or something more sinister, it’s an arresting vision of trouble in paradise.",Jazz Monroe,96,Pitchfork,The 100 Best Songs of 2020
Bullion,“Hula”,2020,"The slow-motion electronic pop of Bullion’s “Hula” soundtracks a series of vacations, recounted as pleasantly fogged memories. The music is seductive, almost narcotic, with synth pads exhaling in long, overlapping layers. But something feels off. The instrumental break following an unexpected chord change lurches like a luxury liner in choppy water; melodic lines become queasily detuned. The London-based producer-songwriter is taciturn as a lyricist and a singer, but such off-center musical moments help to fill in the blanks, suggesting that holidays and hula dancing offered only partial reprieve from some looming anxiety. “Are people in pain where you are?” he wonders repeatedly, then thinks better of it: “I’ll ask you tomorrow.”",Andy Cush,95,Pitchfork,The 100 Best Songs of 2020
The Killers,“Caution”,2020,"Like most of the Killers’ best songs, no one knows what “Caution” really means, but it gets the people going. Trying to make literal sense of why Brandon Flowers spends every verse sketching out a hard-luck heartbreaker with “Hollywood eyes” only to belt out on the chorus that he’s throwing caution to the wind is as futile as locating “South Detroit” on a map. Despite the blatant A Deeper Understanding fanfic, the Killers aren’t trying to copy the War on Drugs on “Caution” so much as paying the same kind of homage to them as Journey once did to Bruce Springsteen. Because there’s a time to lend quiet dignity to all the “black top white trash” and “featherweight queens,” and a time when they just want to burn brighter than the Las Vegas skyline.",Ian Cohen,94,Pitchfork,The 100 Best Songs of 2020
DaBaby,“Rockstar” [ft. Roddy Ricch],2020,"In 2019, Charlotte rapper DaBaby bull-charged rap with 100 frenetic variations on a single song, like a jabbering, grinning, dumb-punchline-dispensing perpetual motion machine. His yearlong blitzkrieg campaign garnered him a No. 1 album, a billion streams on Spotify, and a persistent reputation as a one-note artist. There are entire memes devoted to this idea; DaBaby spoofed it himself in the video for his Lil Yachty and Drake collaboration “Oprah’s Bank Account.” In 2020, DaBaby showed that he wasn’t just unstoppable; he was flexible. Yes, when he opens his mouth it still feels like being trampled by clowns. But on his hit “Rockstar,” he also showed that his brand of bottled energy could pop off with pretty much any soundtrack, including the kind of winsome faux-flamenco guitar over which Young Thug might explore his soulful side.",Jayson Greene,93,Pitchfork,The 100 Best Songs of 2020
Lomelda,“Hannah Sun”,2020,"Lomelda’s Hannah Read reckons with physical and emotional distance on “Hannah Sun.” She begins with a transatlantic separation, then zooms in progressively, first to a hometown phone call, then a close embrace. The music builds excitedly behind her, with flashes of synth joining the jittery acoustic guitar pulse. “Glad you held me, too/Though I didn’t know how to be closer to you,” Read admits at the climax, holding the last word for 20 aching seconds, an entire lungful of “you.” In an era of isolation, the song is a reminder of the simple warmth of being near.",Will Miller,92,Pitchfork,The 100 Best Songs of 2020
Yaeji,“WAKING UP DOWN”,2020,"In the flattened cycle of life in pandemic times, even the most mundane things can feel like arduous tasks. Yaeji released her glassy-eyed marvel “WAKING UP DOWN” just before the new normal set in, and it epitomizes the art of surviving an anxious existence by simply conquering the everyday. Over a tick-tock electro beat, the bleary synth production grows in intensity as hard-panned stereo effects become more disorienting. In English, she intones a little mantra about how well she’s coping—waking up, hydrating, cooking, and listening are among her accomplishments—as if warding off insecurity. Then, in Korean, she coos an important caveat: having it together is a war of attrition.",Sheldon Pearce,91,Pitchfork,The 100 Best Songs of 2020
Beatriz Ferreyra,“Echos”,2020,"Argentine composer Beatriz Ferreyra is renowned for the disorienting spatiality and shape-shifting abstraction of her electronic and tape-based work, but it’s the human scale and raw intimacy of “Echos” that startle. Recorded in 1978 but released for the first time this year, the piece is woven entirely from the voice of Ferreyra’s niece Mercedes Cornu, who died in a car accident prior to its composition. In places, the young woman’s voice flickers and trembles with playful delight, sounding impossibly alive. At other points, the melted murmurs and shimmered syllables feel soothing and psalm-like, as though the girl’s ghost is mourning herself. Listening to “Echos” is as poignant as stumbling upon a roadside shrine of flowers, candles, and photos, but Ferreyra goes beyond creating a memorial to Mercedes: She defies death itself and resurrects her niece as an aural apparition. Heard at any time in the four decades since its making, “Echos” would be touching. But in a year like this one, it breaks your heart.",Simon Reynolds,90,Pitchfork,The 100 Best Songs of 2020
beabadoobee,“Care”,2020,"Beatrice Laus, aka beabadoobee, initially gained attention as a bedroom indie artist who dreams of Pavement and scored her first major success earlier this year playing the Dido to Canadian rapper Powfu’s Eminem on his sad-sack TikTok smash “death bed (coffee for your head).” But with “Care,” the lead single from her debut album Fake It Flowers, Laus makes a bid for stardom on her own terms. Striking the sweet spot between the folky yearning of Lisa Loeb and the bubble-grunge of Veruca Salt, “Care” is a readymade ’90s alt-rock anthem that sounds right at home in 2020—because, let’s face it: reality still bites.",Stuart Berman,89,Pitchfork,The 100 Best Songs of 2020
Kehlani,“Hate the Club” [ft. Masego],2020,"Kehlani turns temperamental nerves about her love life into measured cool on “Hate the Club.” The singer coos capriciously throughout: She stubbornly sits in the VIP alone to avoid her paramour before conjuring the courage to make amends. “Maybe if I drank enough/I’ll make my way over to ya,” she thinks out loud. The tension is eased by a slinky sax from future-soul artist Masego and then heightened by a polyphony of backup vocals that engulf the chorus with internal turmoil. The song climaxes with a confrontation, as the DJ shouts her out, blowing up her spot—“I still need you,” Kehlani pleads—though by the end it’s still unclear whether her dreaded trip out was worth the trouble.",Claire Lobenfeld,88,Pitchfork,The 100 Best Songs of 2020
DJ Python,“ADMSDP” [ft. LA Warman],2020,"Halfway through the gentle ebb of his album Mas Amable, DJ Python turns down a slipstream of inner consciousness. Poet LA Warman’s wary monologue sways over a faint backbeat suffused with the kind of dread usually found in haunted dubplates. Coming from Python, an ostensibly jolly club producer, “ADMSDP” might leave you grasping for your bearings. But then, what is a chill-out room if not a sensory deprivation tank with beanbags? The soft power of this 11-minute guided dissociation holds true of any therapeutic method: The more you give in to it, the more necessary it becomes.",Gabriel Szatan,87,Pitchfork,The 100 Best Songs of 2020
Tame Impala,“Breathe Deeper”,2020,"What makes Tame Impala mastermind Kevin Parker so compelling is how he melds the sounds of his favorite pop idols with a production style that updates arena rock for the age of microdosing. On “Breathe Deeper,” you can hear Mariah Carey in the syrupy verse, the Neptunes in every raw drum hit, early Daft Punk in the finale’s acid house groove, and yet there’s no mistaking this for anything but a Tame Impala song. Parker said it was inspired by his first experience with MDMA, which accounts for the rave outro and the blissful piano hooks that make it the danciest cut on this year’s The Slow Rush. But he also sneaks in the briefest of guitar interludes, once again relying on incidental audio spliced in from our real world—the flip of a tape deck switch, the click and hiss of a needle on a vinyl record—to better bring us into his own.",Noah Yoo,86,Pitchfork,The 100 Best Songs of 2020
